Andrii_trial_4
Date:,2020/08/03
Time:,15:38:05
Type:,muscu_imu
Description:,""
Notes:,"Trial3_Improvisation"

TRAJECTORIES
100.000000,Hz
,R_shoulder1,,,R_elbow2,,,R_wrist3
Field #,X,Y,Z,X,Y,Z,X,Y,Z
1243,473.148895,346.755188,439.173462,628.849915,183.187073,379.322113,795.891602,88.746002,339.381744
1244,477.522644,344.573578,440.352142,637.920349,185.814194,382.800842,808.982544,96.889587,345.614594
1245,481.788818,342.647491,441.506042,646.288391,188.152756,386.389191,821.027954,105.198349,352.060791
1246,486.029449,340.798798,442.587158,654.350281,191.119919,389.981354,832.269470,113.754112,358.842010
1247,489.818878,339.026520,443.879730,661.680664,193.846481,393.958801,842.664856,122.108620,366.111084
1248,493.546692,337.447937,445.033966,668.240417,196.573257,397.773315,852.130249,130.878632,373.509094
1249,496.651794,335.908905,446.395081,674.527649,199.425293,401.755402,860.866821,139.475235,380.974976
1250,499.843628,334.636780,447.526886,680.161682,202.097595,406.078979,868.580322,147.839096,389.016571
1251,502.658051,333.566437,448.660950,685.550964,205.031708,410.451813,875.832214,156.369476,397.194489
1252,505.159241,332.450195,449.897858,690.468628,207.895905,414.694916,881.941833,164.548325,405.395721
1253,507.418640,331.620605,451.167450,694.644897,210.664276,419.289459,887.324524,172.378326,413.908295
1254,509.522491,330.929901,452.436615,698.265747,213.518784,423.761871,892.681458,180.303619,422.724701
1255,511.433350,330.193329,453.715393,701.603943,216.085754,428.483673,896.051270,187.416794,431.440247
1256,513.258179,329.603424,454.782318,704.300964,218.564743,433.176392,899.629150,194.218262,440.350250
1257,514.490662,328.886597,455.995544,706.486206,220.771088,438.076263,902.120422,200.599136,449.530731
1258,515.848572,328.525726,457.063354,708.323608,222.831589,442.899506,904.040771,206.159256,458.408356
1259,516.977905,327.978455,458.239380,709.702820,224.558212,447.665833,905.349426,211.354294,467.508392
1260,517.650208,327.581238,459.132324,710.604553,226.220963,452.599976,906.059937,215.885010,476.693237
1261,518.281128,327.251617,460.088745,711.258118,227.366409,457.273285,906.112610,219.735428,485.828064
1262,518.485596,327.094086,461.097076,711.291199,228.342453,462.056458,905.840210,223.252396,495.196228
1263,518.600464,326.869171,462.131287,710.958740,229.193146,466.797150,904.806702,226.175537,504.522369
1264,518.552368,326.796631,462.823761,710.401001,229.797379,471.609375,903.104858,228.458817,513.881348
1265,518.252563,326.731018,463.698120,709.125366,230.249420,476.331055,901.100342,230.242981,523.074402
1266,517.874695,326.820892,464.756317,707.532654,230.620392,480.976959,898.219299,231.541626,532.231018
1267,517.358765,326.874268,465.483551,705.536255,230.620560,485.592285,895.406616,232.445999,541.574219
1268,516.586609,326.973480,466.001892,703.283936,230.756042,489.851166,891.574036,232.703369,550.565857
1269,515.308472,327.041656,466.638611,700.552673,230.503723,494.040771,887.156128,232.497864,559.070679
